ADD_R;0
SUB_R;1
AND_R;2
OR_R;3
XOR_R;4
JMP_R;5
ADD_DM;8
SUB_DM;9
AND_DM;10
OR_DM;11
XOR_DM;12
JMP_DM;13
ADD_IMD;16
SUB_IMD;17
AND_IMD;18
OR_IMD;19
XOR_IMD;20
JMP_IMD;21
LD_R;24
LD_DM;25
LD_IMD;26
ST_DM;27
ST_R;28
NOT;29
NOP;31
